sentence_id	sentence	sentence_domain	source
cffa82fbd57f912b9ec6ea1a8fc680dcb0e26a6e270f4d9a35b858d9d309d4ac	Tre av dem ble innlagt på intensivavdeling.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d00d88a48961f27ff6c9a9f4d8a5ebda5b3d08567793f3187808fa7d02e9bf08	Men det er så definitivt ikke en kjapp bil.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d0150db54ae96e801734a0eed2e429acb5d5b2eb5c64fd1fc93e0076a19e50ab	Men det kan forebygges.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d01b294aaa06a4fc995b267c093d157a9f2d6985a2e415cfb8355e16a106f5c4	Solkrem er nemlig ikke alltid nok.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d0348692faeb55669fc3d23eaa4e34624ce953646b2296ff2f4c685f7f4f9020	Kvinner er mer skeptiske til forsvarsalliansen enn menn.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d03a1107f60453c02f80fd3c093e188413f27acac1a9502613d7a1fe1187c4b8	Og dette er på toppen av allerede høye bilavgifter.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d04424f1dff0b0b766251a7f2203b3f9dadb770f4a908500ca538151307d2058	Blant landets seksåringer er det bedre stilt.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d04cebb000af13ff08c2ab938959a153cbaa5749efc02b2f5f52716a36b582be	Det var generelt dårlig hygiene i hele butikken.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d057dd1cbdd77e254ea7351328ede2558df32079402e919525c95245e9bb327a	Kommunene mottar brev om anbefalingen torsdag.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d066eedf9c97bf330f154e9e7b5d7900dd7d48f475d2cbf14f9ad0a8c3f060d1	Det er et område vi må være oppmerksomme på.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d082fa1635b026e657b7020e510eebe0334f6fe5069e819b082e237415e5ec50	Parlamentet starter fredag sin seks uker lange ferie.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d086064c9a382c8b9c3257ca2d371d4923953e75fefa1e0b05d75d9e7f51774e	Hun var sjanseløs på å matche medaljevinnerne i avslutningen.	general	"https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/	This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken."
d08bf34bbcb49b3c15b24c36eeaea3637b59fb36a74fac0befafcb1a65790329	På et annet kontor blir pulter boltet fast i gulvet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d08d9b9e55e0ee716263ed845bdeb44143183a8e28a43c1cf19631e37be5990a	Pengene går til kostymer, godterier og dekorasjoner.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d0937c6284d0213ed50916fdb379fef66b712425382a6088769f9034056f038d	I kommune- og fylkespolitikken har partiet vært langt mindre trofast.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d0b41bce402c76151946f982e697da151b63b35327c24694bb4f4119e196a235	Pluss noe fett, noe salt og noe syrlig.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d0e6f7413535d5bce667f6d3c95535b46e3ba6bba452f271a95aa5376401c3ad	Fylkeskommunen må fortsatt søke på nytt for neste års drift.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d0f2ac1672376eff3855a143d7b4f37f794850c1c86e7b19e117c46a10f2eb50	Og nå øker tallet på asylsøkere igjen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d0f4150d58fd93f21117bf4af1cc0ea762822b547f17d77388b50f34b7b905bc	Materialet har til nå blitt ansett som tapt.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d12652bcab725d84b87a4285d820819448511d62cf86ad3767e38408fa5a85ae	I dag er det præriehunder som er hovedsmittekilden.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d1275cca766fc22cf79e2b5a76848bec8e7b87ad9829b80e42d488005d4d2c0f	Leveransene er knyttet til teknisk anlegg og nødvendige sikkerhetsdører.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d12a1079d9aed82066ae3253b44d026c7c94b36a2c459ef7f58462310b3c7143	Det er ensbetydende med en boligboble.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d1318d7711ecf940d97e68e7b174383dbda678c16ef7875b7f3816a193b8d8bf	Irakiske myndigheter har innført unntakstilstand i tre byer.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d13daf1d64d15d77a316ec0ce84ce07f79ddf11f6f814b151b6bf897f045befc	Det er referatforbud under selve fengslingsmøtet.	general	"https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/	This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken."
d14514bf5a58e815a11ee693f826f2a10f5acd04fff632107f106170d2626d32	I mars omkom sju personer i trafikken.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d153f5612cd6d6596e3ad7ca8f46dbd30bf6fbda2443265366d77f6eab75aaf1	Han kaller tallene svært overraskende.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d1925a083c8f2dfc75a797c5bcea7963be197b0b7c56feddd11b21ff193a6da3	Søknadene blir behandlet etter først-til-mølla-prinsippet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d1961be1a3f06095496b5db33ab8beff92bdad09968a41dc2cb550b2d452bc97	Begge har samme sponsor.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d196c5edbad717d1e52d3df30e1eb05a4e9a05762bd73806842e67bd0b136f1a	Meyer påpeker at bildet er sammensatt når det gjelder folkehelseutfordringer.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d1a6f2919dbe6cad34fae2403e2f6b8d3522d39f3adaba5d0e2fcedc02858b90	Nå vil tilsynet få utarbeidet en grundigere oversikt.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d1b4fcd0b4a7d758513edfaedcec52c432701eb131d3bded365fcf0d90559ab9	Vågeng foreslo også færre kontorer med større kompetansemiljøer.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d1d3c38cb550fef1cc487f1f1f79c778b5400750721e3c666ba470410f846dfc	Det tette spilleprogrammet får hard kritikk.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d1d79ecc38214eb25c880ff0b18105a1d930a3728f7c21ececc5561e62677efb	Flere av dem fikk flytte hjem tirsdag ettermiddag.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d20b989c3167c956b9b732fa9e07b76d25542b4ca3524fe630f92c28575fc199	Hun får nå behandling for infeksjonen de nærmeste tre ukene.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d212b424b4c867d461fdcf8838fe3aead35add80acfddf3409d53e945f7d9c53	Disse skal i alle fall ikke opp.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d2137654c6f4481476d1f999649b8edbaebb78663b7a09d12c2d62f2b1c3f338	Dagen ble markert overalt og primstaven skulle snus.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d2139c7ef9440a4dffe753458b0170a0da4a06174432bf652941750ec1da70ee	Tvangssammenslåing av kommuner vil bli reversert, sier han.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d21c6c7eb8b9c999ee14619c4c4f088bbbdc614b62ba06cbd765ef7803a827de	Det er store variasjoner i innrapporteringene.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d228816ccd5d42e41265fe3c7673661acc9042603a5b2d06394830a4e5eb9cdc	Litt under halvparten av behandlingene førte fram.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d22ac1667c9a05d96b05384ad34bc70f306122ce4bc56b12746c41f38c1c7088	En til to personer er tatt av skredet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d2346c96114b0a0adec8ba4a21956f54e9df527120a58e0c5044ea07157eedf7	Det lover godt for framtida.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d235b4d7b3de3abea04dd349a4cfbc69b22ad11106ee33aca75deb0d99a7793c	Bondelaget er svært kritisk.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d24437e38e4c6c1238746b2f4830ec24a1a1b183c589e7ec67daa215167cc1b4	Leger mener trenden er økende.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d248d29de38f72727b99735ce6be4456a2c33e7e080746dc4c1b407c66833445	Politiet er koblet inn.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d24cf215cc85745f2a6cd5783ff554ae2236883f2091678571e49353592f933e	Flere av purkene framsto som magre, heter det i tilsynets rapport.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d2573cf58fcb9fd9eb65f7b679334f5e2b48c672b32582bf502ed9137cf5fcc5	Siden har det blitt holdt en rekke demonstrasjoner.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d259d477dd04d0ba238a6385010aaec503ebb52d2a3538a2fc62a8ce79e53067	Den yngste blir tiltalt som mindreårig.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d25f0c49213b93143a71ba8922a03df46d9f23344f44f17ac3f240b8f4864dd3	Tutta gikk fredagen to slag under par.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d27983b764c341fae03c7ab347343d1f2020045644bf3d35513b70e4c41151e6	Volden eskalerer etter samlivsbrudd.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d27b38da62d9d02ced14bce1dbd7d0dcc81205dc6c4a82809517f4992f7d1f3e	Han har tidligere også hevdet at et cyberangrep står bak.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d28e4571d40f125327439fede06c068b8aa500c5108be009eca1eec584a28112	Pasienter med psykiske plager har ofte også kroppslige plager.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d29ab0c112d88bdecc585df16e4b48910c80de9b2356ef71734466f0174e269c	Omleggingen har kostet norske bønder dyrt.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d29c4f6089853d6eddd05b0729cd5436b71b45a9beb7e46da05172ed140503ef	Northug spurtet inn til seier.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d29f7ac784caa04125d77dee685d4527d769e7c391021b8d0e1c39f1e290bbae	Et forslag om å framskynde stortingsmeldingen om pelsdyr falt også.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d2b2604214cc1ec77ca1fa045d732bf4208e310cf979a2f418d209d02e2edd2c	Han mener at mye peker i riktig retning.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d2c134b396ba272bc73b9914c403ef1a3921e30cc2d891cecd6d919021b469ab	Lørdag ble det altså en ny fulltreffer.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d2c2eeadf88d5e65e814c9bbf706f03a85f3acd9937a66f1401df48bdb5c8724	Det var et stort steg i riktig retning.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d2c31cfa53a7a99a25456e778093927019033af9a83270a214a682297ef93b78	Det var solnedgang	general	Selvsitering
d2d487da251bd151f8a733dd1801c7e45eab35b465a89b946cecd43a5b6ce7d6	Det mener jeg vi nå har gjort, sier han.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d2d521a36412f1e9d76aecfab526a831bd974d5dbc0c2af76925b4534b91a988	Det er dobbelt så mye som kravet regjeringen satte.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d2ea7e1cf74f59c6bb6af464cac2a396299c95d820b5f7f25c558966a222a99d	Rapporten viser også omfattende vinningskriminalitet i rusmiljøet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d2effc46f6133cae3968f78ca21b59dd2176726584a9f28a1c4649d46bbead68	Jakten skal stoppes hvis hunndyrkvoten fylles, opplyser direktoratet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d301e7698d23c84ed6fe6ac2970829120cdc19e72ced2151e8656735340b5562	Slik oppmerksomhet kan skape stress.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d3060cd4dbcbc01972e4c5c46ef601779018fa96e15f2aa9ad6812af5e62857c	Kirkevergene er bekymret for utgiften.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d30b68b967cb6bdceec805e469e4236b98ce30278a9fc4df2f65a0a4109acb6f	Og det kommer påfyll av mer vær fra vest.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d30f25bff5142afa21e12fe21b20363ba33b911b937a6cf6d2c1861c47d936e7	Samtidig har antall lisensbetalere har økt.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d319f2ab282725ab62c496a978d23fbacac0062ff41e88f488de033aa9fc7239	Først mot slutten av fjoråret begynte optimismen sakte å vende tilbake.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d32176f30932df57a59694d1c092797c8ad28d2e81f1069f04272092bba52d96	Gabrielsen kaller også dette direkte løgn.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d337c21faee0c8f44722020196acf5c01cd0c9e38b66b6643940bdfd701f8939	Men det vil avhenge av forbruksutviklingen og nedbørssituasjonen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d33b952641194cccff5c33e312768d8597b5dcec7945b59b2f5898a714142c5a	Kraftig reduksjon i kullprisene er årsaken til utfordringene.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d351b58290b7e4cbb6621d8f9057c500994510a6eaebcb2aa9995b4ba1ce5d87	Men sørøstlig vind kan også være lunefull.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d358fbf2c3136ac308bab2b103624d87c8191b8ed88f5d2d48abeea175ce0275	Det ga partiet åtte kommunestyrerepresentanter.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d359287c719e3d39f43e7d8d304702c94c9560bf09bd01cd163e6ad9748b5f1b	Også finalen er i klassisk stil.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d35c90b406aa1d157113e5e171f03d11164ded955c917aaaf93073f673099bb0	Spørsmålene måtte sendes på faks.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d377843ac24dcc5df495dd21ae071ee5a9fadb2096122a291722af3e643cc0ed	Effektiviteten er ikke like god, sier han.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d38c2876174d3f574ad4d12cbd2fe27466b5f302e21afd7981556f1c033b5fa8	Går til svensk hockey?	general	"https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/	This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken."
d39830036751ffdca9674cc4136aeff2e0f35d764fa100dfd9d1a1307f771031	Tre ulver ble felt og to skadeskutt under årets lisensjakt.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d39c0b44fe7a05b14ffbdace59648fead2937b281a6b9359f8966eb85e4a7668	Partiet krever en langt mer offensiv satsing på beredskap.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d39c9d198c1ea9e3f820ac104c2ffd88a8d6a109a311c1a64e6fe805cf5a5716	Ingen ble alvorlig skadd i dette angrepet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d39cc22dbb9644410b4f7b4e5b4d1c2771395ccc4337aa041551723efc30a08b	Det blir det likevel ikke noe av.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d39d6339ab6e2b6552c4ce94b76dc7537a5c16e43eebbc87ac93de720ffefab3	Da hadde selskapet slitt i lang tid.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d3a4b63cec8845e4d853983f3f74bf11b777d5bbe49f8316feebb15eaaa67813	Og færre skal det bli.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d3bee48714153ab838238c681978dbbc76a71b987e4fc76578de952c4ac3b3b7	Bilen gjør deg fartsblind som få andre.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d3c1c4c53969bdd73049cd03ca98a2caf468a445d04397fbafb0ff48451c42e4	Det gjorde at han tapte mye av farten inn mot mål.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d3cb8afbf3ae44c3c1fe8ae4fee7f933b6f2432fd242d97b05493778b681e756	Togene fungerer som et kraftverk.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d3d36371958ef905cf52a5ee85062633a6d15bb8ad013563d329f8765d4b0012	Kollektivtrafikk kan imidlertid overføres til større kommuner.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d3d74d9859a5e664cb6d3ddbf03c2222c38d26da48d0e2a84afd57d35feeac21	Ingen barn skal dø.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d3e219594d7ab84d12ac076fe630761da166369089b8f125e91a8c772d507de0	Sykelønnen fredes også i fire nye år, slik arbeidstakerorganisasjonene krevde.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
d403626058602148dbe8fbb7c506522bceb826b92b634898209b50a91ba61951	I fjor ble ordningen innført for fire- og femåringer.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
